category,filename,source_url,source_pages,sha256,bytes
brand,brand/cover-logo-icon-black.webp,https://mistral.ai/_astro/cover-logo-icon-black_1nTcJK.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/brand/ | https://mistral.ai/fr/brand/ | https://mistral.ai/it/brand/,5b5fc8aae5885a60cd0b44888a55dbf49ca2fb5525284d50e7e1c936dce0e1b7,3070
brand,brand/cover-logo-icon-gradient.webp,https://mistral.ai/_astro/cover-logo-icon-gradient_Z1ucGl4.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/brand/ | https://mistral.ai/fr/brand/ | https://mistral.ai/it/brand/,503de1f5b0c863b000d9f43a65b42547e196859ed0d2f8e02f47e578b3e8fd33,4312
brand,brand/cover-logo-icon-white.webp,https://mistral.ai/_astro/cover-logo-icon-white_Z1rdERW.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/brand/ | https://mistral.ai/fr/brand/ | https://mistral.ai/it/brand/,240b530859a008efb77a63033d1801d2578c4991992e8164ecd7d122b128c98e,2750
brand,brand/cover-logo-lockup-black.webp,https://mistral.ai/_astro/cover-logo-lockup-black_Z1AaSCB.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/brand/ | https://mistral.ai/fr/brand/ | https://mistral.ai/it/brand/,e719298b5d49161bc296d3afda549a39e91aebb2081111d9bf12f93af8d26e98,9862
brand,brand/cover-logo-lockup-gradient-inverted.webp,https://mistral.ai/_astro/cover-logo-lockup-gradient-inverted_1WjytS.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/brand/ | https://mistral.ai/fr/brand/ | https://mistral.ai/it/brand/,a9a617611f0bf6f98697a84ea85fcbcf561f2a95686bd5a22563f1ed8d652bba,10142
brand,brand/cover-logo-lockup-gradient.webp,https://mistral.ai/_astro/cover-logo-lockup-gradient_1zjNq3.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/brand/ | https://mistral.ai/fr/brand/ | https://mistral.ai/it/brand/,4ec1fa2fb80ba077e3f08fe433bc643b09977efe033041dd3a92f16fb3215d3a,11062
brand,brand/cover-logo-lockup-white.webp,https://mistral.ai/_astro/cover-logo-lockup-white_DSmxC.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/brand/ | https://mistral.ai/fr/brand/ | https://mistral.ai/it/brand/,f21164de8668aa6b32973bcf9496da76daa94fc0e4463b81da308ca6cfd012e6,8836
brand,brand/mistral-logo-pillar.webp,https://mistral.ai/_astro/mistral-logo-pillar_12ydum.webp?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/about/ | https://mistral.ai/fr/about/ | https://mistral.ai/it/about/,d834eaef7000f5a709720a988f3e63e584e9433dd677a1e4815ba220a8da5cdb,70226
cats,cats/cat-chilling-black.gif,https://mistral.ai/images/cat/cat-chilling-black.gif,https://mistral.ai/fr/products/vibe/ | https://mistral.ai/it/products/vibe/ | https://mistral.ai/products/vibe/,ddf5fe5bf49a78fd135b9ff96edae54fb673219322c7b409f47feebfbe970271,14635
cats,cats/cat-sitting-black.gif,https://mistral.ai/images/cat/cat-sitting-black.gif,https://mistral.ai/ | https://mistral.ai/brand/ | https://mistral.ai/fr/ | https://mistral.ai/fr/brand/ | https://mistral.ai/fr/industry/finance/ | https://mistral.ai/fr/industry/manufacturing/ | https://mistral.ai/fr/industry/public-sector/ | https://mistral.ai/fr/models/ | https://mistral.ai/fr/pricing/ | https://mistral.ai/fr/products/compute/ | https://mistral.ai/fr/products/forge/ | https://mistral.ai/fr/products/studio/ | https://mistral.ai/fr/products/vibe/ | https://mistral.ai/fr/products/vibe/code/ | https://mistral.ai/fr/services/ | https://mistral.ai/fr/solutions/ | https://mistral.ai/fr/solutions/coding/ | https://mistral.ai/fr/solutions/custom-model-training/ | https://mistral.ai/fr/solutions/document-ai/ | https://mistral.ai/fr/solutions/speech/ | https://mistral.ai/industry/finance/ | https://mistral.ai/industry/manufacturing/ | https://mistral.ai/industry/public-sector/ | https://mistral.ai/it/ | https://mistral.ai/it/brand/ | https://mistral.ai/it/industry/finance/ | https://mistral.ai/it/industry/manufacturing/ | https://mistral.ai/it/industry/public-sector/ | https://mistral.ai/it/models/ | https://mistral.ai/it/pricing/ | https://mistral.ai/it/products/compute/ | https://mistral.ai/it/products/forge/ | https://mistral.ai/it/products/studio/ | https://mistral.ai/it/products/vibe/ | https://mistral.ai/it/products/vibe/code/ | https://mistral.ai/it/services/ | https://mistral.ai/it/solutions/ | https://mistral.ai/it/solutions/coding/ | https://mistral.ai/it/solutions/custom-model-training/ | https://mistral.ai/it/solutions/document-ai/ | https://mistral.ai/it/solutions/speech/ | https://mistral.ai/models/ | https://mistral.ai/preview/ | https://mistral.ai/pricing/ | https://mistral.ai/products/compute/ | https://mistral.ai/products/forge/ | https://mistral.ai/products/studio/ | https://mistral.ai/products/vibe/ | https://mistral.ai/products/vibe/code/ | https://mistral.ai/services/ | https://mistral.ai/solutions/ | https://mistral.ai/solutions/coding/ | https://mistral.ai/solutions/custom-model-training/ | https://mistral.ai/solutions/document-ai/ | https://mistral.ai/solutions/speech/,6fd280f752708c03e5d3be6ce8abf0b33f546b8d170d1938c766d10eddd90cb6,22976
icons,icons/audio-file.svg,https://mistral.ai/images/speech/audio-file.svg?dpl=6a3ad1d1ddeeff3ec7c9cb8e,https://mistral.ai/fr/solutions/speech/ | https://mistral.ai/it/solutions/speech/ | https://mistral.ai/solutions/speech/,b98beadbcbb27ff3d899b9f93395a566d9083fde0dde75cebd1f8abcbea5640f,4679
